Name	Set	Card	Type	Level	Logo	Rarity	Text	PT-BR
Wand of Magic Detection	Dracnomicon	076	Magical Item		AD&D	C	Use this wand in phase 3 of your turn to force all opponents to show you all magical items and artifacts in their hand and face down in pools. (Off) 	Use esta varinha na fase 3 da sua vez de forcar todos os adversarios para mostrar-lhe todos os itens magicos e artefatos em sua mao e viradas para baixo em piscinas. (Off)
Well of Many Worlds	Dracnomicon	077	Magical Item		AD&D	UC	Discard this card from the attached champion during a round of combat to send two cards attached to the opposing champion to the Abyss. (Off) 	Descarte este card do campeao anexado durante uma rodada de combate para enviar duas cartas anexadas ao campeao oposicao ao Abismo. (Off)
Wand of Negation	Dracnomicon	078	Magical Item		AD&D	R	During combat only, this wand negates all the immunities of an opposing champion (including immunity to offensive magical items). (Off) 	Durante o combate única, esta varinha anula todas as imunidades de um campeao oposta (incluindo imunidade para itens magicas ofensivos). (Off)
Maul of the Titans	Dracnomicon	079	Magical Item	9	AD&D	UC	Usable only by giants. The attached champion ignores the special powers of opposing realms, holdings, and allies. (Def) 	Utilizavel apenas por gigantes. O campeao anexado ignora os poderes especiais de reinos opostos, participacoes e aliados. (Def)
Cult of the Dragon	Dracnomicon	080	Ally	2	AD&D	R	Playable only with a dragon champion. This ally doubles the base level of the attached dragon. It is discarded if forced to switch sides. 	Jogavel apenas com um campeao dragao. Isto dobra aliado o nivel de base do dragao anexado. Ele e descartado se forcado a lados do interruptor.
Undead Dragonrider	Dracnomicon	081	Ally	5	AD&D	UC	Dragon; undead; flyer. All opposing allies that are not undead or flyers are level 0 and have no special powers. 	Dragao; Morto-vivo; folheto. Todos os aliados de oposicao que nao sao mortos-vivos ou folhetos sao de nivel 0 e nao têm poderes especiais.
Dragonne	Dracnomicon	082	Ally	5	AD&D	C	Dragon; flyer. This ally can use unarmed combat cards usable only by dragons. Playing this ally discards an opposing ally of +2 or less already in play. 	Dragao; folheto. Este aliado pode usar cartoes de combate desarmado utilizavel apenas por dragoes. Jogar este aliado descarta uma oposicao aliado de dois ou menos ja em jogo.
Faerie Dragon	Dracnomicon	083	Ally	3	AD&D	C	Flyer. This ally can cast wizard spells. The faerie dragon cannot be forced to switch sides or be discarded in combat for any reason. 	Folheto. Este aliado pode lancar magias mago. O dragao fada nao pode ser forcado a lados do interruptor ou ser descartado em combate por qualquer motivo.
Firedrake	Dracnomicon	084	Ally	6	AD&D	C	Dragon; flyer. The base level of an opposing nondragon champions is reduced to 2 for this round of battle. 	Dragao; folheto. O nivel de base de um formando nondragon opostas e reduzido para 2 para esta ronda de batalha.
Drake	Dracnomicon	085	Ally	5	AD&D	C	Dragon; flyer. This ally can be discarded from a player's hand to prevent a dragon champion from going to the discard pile for any reason. 	Dragao; folheto. Este aliado pode ser descartada da mao de um jogador para prevenir um campeao dragao de ir para a pilha de descarte, por qualquer motivo.
Amulet of the Wyrm	Dracnomicon	086	Artifact	4	AD&D	UC	This artifact can only be attached to a dragon champion of any world. The champion can cast any spell and is immune to offensive unarmed combat cards. 	Este artefato so pode ser ligado a um campeao dragao de qualquer mundo. O campeao pode lancar qualquer feitico e e imune à ofensiva cartoes de combate desarmado.
Fang of the Dragon	Dracnomicon	087	Artifact	4	AD&D	UC	This artifact can only be attached to a dragon champion of any world. The champion can use any psionic power card or blood ability. 	Este artefato so pode ser ligado a um campeao dragao de qualquer mundo. O campeao pode usar qualquer cartao de poder psionico ou habilidade sangue.
Orb of the Eternal Dragon	Dracnomicon	088	Artifact		AD&D	R	This artifact can only be attached to dragon champions of any world. The level bonus of all cards attached to this dragon are doubled. Opposing dragons cannot enter battle against this champion. 	Este artefato so pode ser anexado aos campeoes dragao de qualquer mundo. O bonus nivel de todos os cartoes ligados a este dragao sao dobrados. dragoes opostas nao pode entrar batalha contra este campeao.
Mighty Servant of Leuk-o	Dracnomicon	089	Artifact	8	AD&D	UC	A champion with this artifact is immune to the special powers of champions and allies of level 5 or less. 	Um campeao com este artefato e imune aos poderes especiais de campeoes e aliados de nivel 5 ou menos.
Swoop	Dracnomicon	090	Unarmed Combat		AD&D	R	Usable only by dragons. This maneuver doubles the base level of an attacking dragon if the opposing champion cannot fly. (Def/4) 	Utilizavel apenas por dragoes. Esta manobra duplica o nivel basico de um dragao atacar se o campeao adversaria nao pode voar. (Def / 4)
Claw	Dracnomicon	091	Unarmed Combat	4	AD&D	C	Usable only by dragon champions. Victims of this maneuver can play no further allies or magical items in this battle. (Off/4) 	Utilizavel apenas por campeoes de dragao. As vitimas desta manobra pode jogar mais nenhuma aliados ou itens magicos nesta batalha. (Off / 4)
Tail Sweep	Dracnomicon	092	Unarmed Combat	5	AD&D	C	Usable only by dragon champions. Victims of this maneuver can play no further spells, psionic power cards, or blood abilities in this battle. (Off/4) 	Utilizavel apenas por campeoes de dragao. As vitimas desta manobra pode jogar sem novas magias, cartoes de poder psionicos ou habilidades de sangue nesta batalha. (Off / 4)
Bite	Dracnomicon	093	Unarmed Combat	6	AD&D	R	Usable only by dragons. Victims of this maneuver must discard an attached magical item or discard the first one they play if they have none attached. (Off/4) 	Utilizavel apenas por dragoes. As vitimas desta manobra deve descartar um item magico anexado ou descartar o primeiro que jogar se eles têm nenhum anexo. (Off / 4)
Breath Weapon I	Dracnomicon	094	Unarmed Combat	4	AD&D	C	Usable only by dragon champions. Instantly destroys all allies of +3 or less. (Off/4) 	Utilizavel apenas por campeoes de dragao. Instantaneamente destroi todos os aliados de 3 ou menos. (Off / 4)
Breath Weapon II	Dracnomicon	095	Unarmed Combat	6	AD&D	UC	Usable only by dragon champions. Discard an opposing champion or ally of base level 4 or less. (Off/4) 	Utilizavel apenas por campeoes de dragao. Descartar uma campeao oposta ou aliada do nivel de base 4 ou menos. (Off / 4)
Breath Weapon III	Dracnomicon	096	Unarmed Combat	8	AD&D	R	Usable only by dragon champions. Discards an opposing champion of base level 5 or less or any two opposing allies. (Off/4) 	Utilizavel apenas por campeoes de dragao. Descarta um campeao oposta do nivel de base de cinco ou menos, ou quaisquer dois aliados opostas. (Off / 4)
Swallow Whole	Dracnomicon	097	Unarmed Combat		AD&D	UC	Usable only by dragon champions. Play once a dragon's total level exceeds 24 to swallow (discard) the opposing champion and automatically win the round of battle. (Off/4) 	Utilizavel apenas por campeoes de dragao. Jogar uma vez nivel total de um dragao excede 24 de engolir (descarte) o campeao adversaria e automaticamente ganhar a rodada de batalha. (Off / 4)
Evade	Dracnomicon	098	Unarmed Combat		AD&D	C	Usable by any champion. Play at any time to cancel the effects of an unarmed combat card. (Def) 	Utilizavel por qualquer campeao. Jogar a qualquer momento para cancelar os efeitos de um cartao de combate desarmado. (Def)
Age of the Dragon	Dracnomicon	099	Rule		AD&D	R	Played at the beginning of this player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. All dragon champions and dragon allies in play are immune to offensive spells, magical items, and psionic power cards. 	Jogado no inicio do turno deste jogador, este cartao nao e descartada. Ela afeta todos os jogadores e permanece em vigor ate que qualquer outro cartao regra e jogado. Todos os campeoes dragao e aliados dragao em jogo sao imunes a magias ofensivas, itens magicos, e cartoes de poder psionicos.
Battle Must Go On!, The	Dracnomicon	100	Rule		AD&D	UC	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until the end of the game. It is immune to spells and events. A player must have six unrazed realms at the start of his turn in order to win. Further, any player who runs out of cards must shuffle his discard pile and use that as his new draw pile. 	Jogado no inicio do turno do jogador, este cartao nao e descartada. Ela afeta todos os jogadores e permanece em vigor ate o final do jogo. e imune a magias e eventos. Um jogador deve ter seis reinos unrazed no inicio de seu turno, a fim de ganhar. Alem disso, qualquer jogador que fica sem cartas deve embaralhar a sua pilha de descarte e usar isso como seu novo baralho.
T'char, Dragon of Flame	Dracnomicon	101	Monster	12	AD&D	VR	Flyer. T'chaar thrives on destruction and may use any offensive card (spell, psionic powers, unarmed combat, blood abilities, etc). Defensive cards played against T'chaar are doubled in icon level. 	Folheto. T'chaar prospera na destruicao e pode usar qualquer cartao ofensiva (feitico, poderes psionicos, combate desarmado, habilidades de sangue, etc). cartoes defensivas jogou contra T'chaar sao dobrados em nivel icone.
Lair Raid!	Dracnomicon	102	Event		AD&D	VR	Until the end of this player's next turn, all dragons are halved in level when in combat with nondragon champions. While this event is in play, all dragons lose their special powers. (Harmful) 	Ate o final do proximo turno deste jogador, todos os dragoes sao reduzidos para metade em nivel quando em combate com os campeoes nondragon. Enquanto este evento esta em jogo, todos os dragoes perdem seus poderes especiais. (Prejudicial)
Boreas	Dracnomicon	103	Monster	8	AD&D	VR	Dragon, flyer. Boreas can cast wizard spells. He can charm opposing champions, forcing them to give him an attached item (this player's choice). At the end of the battle, the attachment is shuffled back into the owning player's draw pile. 	Dragao, flyer. Boreas pode lancar magias mago. Ele pode charme campeoes oposicao, forcando-os a dar-lhe um item anexado (escolha deste jogador). No final da batalha, o anexo esta de volta embaralhada no baralho do jogador possuir.
Morcanth Dragontamer	Dracnomicon	104	Hero	6	FR	VR	Flyer. Dragons cannot oppose Morcanth in battle. In combat, she can force any dragon champion to act as her ally, adding its level and special power to her own. If she is defeated, the dragon champion allied with her is also discarded. 	Folheto. Dragoes nao podem se opor Morcanth na batalha. Em combate, ela pode forcar qualquer campeao dragao para atuar como seu aliado, acrescentando o seu nivel e poder especial para ela propria. Se ela for derrotado, o campeao dragao aliado com ela tambem e descartada.
Cron the Black	Dracnomicon	105	Monster	10	GH	VR	Dragon; flyer; swimmer. During combat, Cron's powerful acid breath can destroy any single attachment of an opposing champion. 	Dragao; folheto; nadador. Durante o combate, poderosa respiracao acido de cron pode destruir qualquer anexo único de um campeao oposta.
